order_id,order_date,product_id,quantity,warehouse_id,customer_region
356,2023-03-08,250,16,2,DE-South
357,2023-02-20,298,1,6,DE-South
358,2023-04-07,211,13,4,DE-North
359,2023-04-02,25,11,8,DE-West
360,2023-09-21,294,4,4,DE-West
361,2023-10-18,152,4,4,DE-North
362,2023-04-06,24,15,3,DE-North
363,2023-03-29,252,3,8,DE-West
364,2023-03-19,60,19,4,DE-South
365,2023-10-15,66,2,8,DE-South
366,2023-04-30,53,6,1,DE-North
367,2023-10-29,106,8,6,DE-South
368,2023-06-14,96,17,4,DE-North
369,2023-07-01,176,5,8,DE-West
370,2023-08-11,39,2,6,DE-South
371,2023-11-07,168,12,6,DE-West
372,2023-01-07,42,5,3,DE-South
373,2023-11-26,104,10,2,DE-South
374,2023-09-20,204,9,6,DE-South
375,2023-06-10,8,8,1,DE-North
376,2023-05-31,282,1,3,DE-West
377,2023-03-26,43,6,5,DE-North
378,2023-05-27,110,11,6,DE-North
379,2023-04-22,210,3,8,DE-West
380,2023-02-05,237,15,7,DE-West
381,2023-10-12,49,11,6,DE-North
382,2023-07-07,115,5,2,DE-North
383,2023-03-23,155,16,4,DE-North
384,2023-01-02,137,7,8,DE-West
385,2023-10-30,167,6,8,DE-North
386,2023-07-16,199,9,3,DE-West
387,2023-01-11,71,7,5,DE-North
388,2023-08-22,7,3,3,DE-West
389,2023-07-14,200,11,4,DE-North
390,2023-04-29,67,12,3,DE-South
391,2023-01-20,138,11,8,DE-South
392,2023-09-18,242,2,5,DE-West
393,2023-10-20,213,1,3,DE-West
394,2023-09-13,181,2,1,DE-South
395,2023-08-10,254,14,1,DE-West
396,2023-08-14,101,13,4,DE-West
397,2023-02-22,87,5,7,DE-South
398,2023-12-21,185,2,7,DE-North
399,2023-12-08,91,19,5,DE-West
400,2023-12-30,248,17,8,DE-West
401,2023-10-07,214,11,5,DE-North
402,2023-03-22,249,16,5,DE-North
403,2023-07-21,126,18,5,DE-West
404,2023-06-07,4,8,5,DE-West
405,2023-04-30,88,2,7,DE-North
406,2023-02-28,151,17,2,DE-West
407,2023-08-03,176,11,3,DE-North
408,2023-05-08,211,14,8,DE-North
409,2023-08-12,259,16,6,DE-West
410,2023-07-28,91,15,5,DE-West
411,2023-04-25,259,15,7,DE-North
412,2023-07-28,191,3,6,DE-West
413,2023-01-14,81,7,1,DE-North
414,2023-01-09,138,12,7,DE-South
415,2023-02-09,126,3,6,DE-South
416,2023-08-25,230,19,7,DE-North
417,2023-10-08,20,10,6,DE-North
418,2023-12-25,49,8,8,DE-West
419,2023-07-20,135,16,7,DE-North
420,2023-09-03,29,16,3,DE-North
421,2023-10-05,48,12,6,DE-West
422,2023-08-23,269,5,4,DE-West
423,2023-01-04,3,6,7,DE-South
424,2023-06-03,258,6,8,DE-North
425,2023-01-29,16,8,4,DE-North
426,2023-04-19,94,17,7,DE-South
427,2023-04-08,134,12,5,DE-North
428,2023-08-03,133,14,2,DE-West
429,2023-10-20,32,2,7,DE-North
430,2023-03-16,269,19,8,DE-West
431,2023-11-22,25,6,2,DE-North
432,2023-05-26,59,18,3,DE-South
433,2023-05-08,213,4,2,DE-West
434,2023-12-07,156,5,6,DE-West
435,2023-02-11,276,6,4,DE-South
436,2023-12-22,210,15,5,DE-West
437,2023-02-10,57,6,1,DE-South
438,2023-02-03,185,8,6,DE-North
439,2023-01-17,54,9,4,DE-South
440,2023-06-14,209,6,4,DE-North
441,2023-06-02,293,2,3,DE-West
442,2023-03-17,252,16,6,DE-West
443,2023-03-28,112,1,7,DE-South
444,2023-04-27,6,16,8,DE-North
445,2023-12-28,191,1,2,DE-South
446,2023-12-08,279,1,1,DE-West
447,2023-01-27,13,7,1,DE-West
448,2023-11-09,44,16,7,DE-North
449,2023-10-14,105,17,2,DE-North
450,2023-05-14,160,16,8,DE-West
451,2023-08-07,154,16,7,DE-West
452,2023-06-17,242,6,5,DE-North
453,2023-04-08,181,18,8,DE-South
454,2023-09-25,14,3,2,DE-South
455,2023-08-25,180,8,5,DE-North
456,2023-11-05,292,4,8,DE-North
457,2023-06-22,264,4,1,DE-North
458,2023-07-09,168,17,6,DE-West
459,2023-05-02,214,5,3,DE-South
460,2023-02-15,150,14,4,DE-North
461,2023-03-05,16,15,8,DE-South
462,2023-05-10,91,12,6,DE-West
463,2023-11-06,120,13,1,DE-West
464,2023-12-29,253,18,1,DE-North
465,2023-07-12,60,14,1,DE-North
466,2023-11-03,266,19,8,DE-North
467,2023-06-30,31,7,4,DE-North
468,2023-10-19,21,6,5,DE-South
469,2023-10-09,219,5,8,DE-North
470,2023-01-29,81,4,3,DE-South
471,2023-05-29,289,18,6,DE-West
472,2023-09-24,31,14,6,DE-West
473,2023-10-23,234,16,8,DE-South
474,2023-01-11,36,14,3,DE-South
475,2023-06-13,132,5,3,DE-North
476,2023-04-23,132,11,5,DE-North
477,2023-07-06,9,12,6,DE-North
478,2023-10-22,30,18,2,DE-West
479,2023-08-20,115,4,2,DE-South
480,2023-08-15,4,13,8,DE-South
481,2023-11-06,237,13,3,DE-South
482,2023-04-08,23,4,1,DE-South
483,2023-02-24,16,7,8,DE-North
484,2023-04-21,22,2,1,DE-North
485,2023-06-01,72,18,4,DE-South
486,2023-09-03,230,6,2,DE-North
487,2023-03-10,107,16,1,DE-West
488,2023-11-08,208,3,7,DE-North
489,2023-10-16,208,15,3,DE-West
490,2023-09-07,263,10,4,DE-West
491,2023-02-05,51,9,2,DE-South
492,2023-08-27,65,11,4,DE-South
493,2023-05-28,265,14,1,DE-North
494,2023-08-15,175,12,3,DE-South
495,2023-09-01,152,7,7,DE-West
496,2023-12-03,266,11,3,DE-West
497,2023-12-31,163,17,3,DE-North
498,2023-07-20,238,9,1,DE-West
499,2023-06-03,199,13,7,DE-South
500,2023-03-14,16,16,8,DE-North
501,2023-07-20,296,3,7,DE-North
502,2023-10-23,276,5,5,DE-North
503,2023-01-17,239,17,6,DE-South
504,2023-05-09,69,1,6,DE-West
505,2023-08-05,6,9,3,DE-South
506,2023-03-02,220,17,6,DE-North
507,2023-04-14,254,13,5,DE-West
508,2023-02-11,295,15,3,DE-North
509,2023-01-25,107,8,5,DE-South
510,2023-02-08,295,8,2,DE-North
511,2023-10-18,118,2,6,DE-South
512,2023-05-11,168,10,7,DE-North
513,2023-08-17,251,5,2,DE-North
514,2023-04-18,82,16,3,DE-North
515,2023-06-21,54,19,7,DE-South
516,2023-04-12,240,1,4,DE-South
517,2023-12-20,12,13,8,DE-South
518,2023-01-12,209,4,4,DE-South
519,2023-10-02,165,7,1,DE-South
520,2023-04-11,294,1,2,DE-West
521,2023-02-13,7,2,2,DE-North
522,2023-11-01,78,16,4,DE-South
523,2023-01-17,65,14,3,DE-West
524,2023-11-26,102,5,7,DE-West
525,2023-02-26,300,14,7,DE-North
526,2023-11-07,287,17,7,DE-North
527,2023-10-30,171,12,1,DE-North
528,2023-01-12,77,12,2,DE-South
529,2023-11-14,48,3,8,DE-North
530,2023-03-21,255,2,1,DE-North
531,2023-08-04,82,15,2,DE-North
532,2023-12-05,209,11,5,DE-West
533,2023-09-21,209,10,7,DE-South
534,2023-05-29,84,18,5,DE-North
535,2023-03-22,10,2,1,DE-West
536,2023-08-03,29,7,7,DE-South
537,2023-07-17,116,7,7,DE-North
538,2023-07-19,269,7,4,DE-West
539,2023-01-25,47,14,4,DE-South
540,2023-03-30,91,2,2,DE-North
541,2023-09-25,53,2,8,DE-North
542,2023-05-23,218,15,8,DE-West
543,2023-02-28,77,11,6,DE-North
544,2023-12-31,204,10,5,DE-West
545,2023-01-26,44,3,5,DE-West
546,2023-02-16,156,17,1,DE-West
547,2023-10-15,2,9,7,DE-South
548,2023-09-23,57,15,6,DE-West
549,2023-01-16,290,14,1,DE-South
550,2023-07-18,58,19,4,DE-North
551,2023-10-09,254,17,4,DE-South
552,2023-03-27,180,17,8,DE-West
553,2023-09-07,157,16,6,DE-North
554,2023-09-27,35,8,6,DE-West
555,2023-12-01,75,7,4,DE-West
556,2023-04-27,289,12,3,DE-North
557,2023-01-07,75,1,7,DE-West
558,2023-05-17,78,12,5,DE-South
559,2023-06-25,255,6,5,DE-North
560,2023-11-24,265,16,1,DE-North
561,2023-11-11,67,18,5,DE-North
562,2023-08-03,221,19,1,DE-West
563,2023-03-23,164,3,6,DE-West
564,2023-08-11,220,3,6,DE-North
565,2023-04-13,172,5,3,DE-South
566,2023-09-30,254,3,7,DE-West
567,2023-01-14,210,19,6,DE-West
568,2023-06-08,188,5,7,DE-West
569,2023-06-01,191,14,4,DE-South
570,2023-04-18,215,16,3,DE-West
571,2023-07-07,86,1,4,DE-West
572,2023-10-28,106,17,4,DE-South
573,2023-04-08,296,11,1,DE-South
574,2023-05-11,19,9,7,DE-West
575,2023-10-20,47,4,4,DE-North
576,2023-06-20,65,2,7,DE-North
577,2023-07-02,146,9,3,DE-South
578,2023-12-30,286,5,2,DE-West
579,2023-02-08,66,4,6,DE-South
580,2023-01-15,5,5,1,DE-South
581,2023-01-04,93,18,7,DE-North
582,2023-12-15,94,13,6,DE-South
583,2023-07-29,106,5,4,DE-South
584,2023-06-10,133,19,4,DE-West
585,2023-01-16,79,3,5,DE-West
586,2023-04-18,212,18,8,DE-South
587,2023-11-07,8,6,7,DE-South
588,2023-08-15,159,6,8,DE-West
589,2023-06-19,268,5,1,DE-North
590,2023-02-03,149,1,1,DE-West
591,2023-09-08,91,8,8,DE-West
592,2023-09-04,236,1,3,DE-West
593,2023-09-26,289,6,2,DE-West
594,2023-05-21,168,14,3,DE-West
595,2023-10-01,193,11,3,DE-North
596,2023-04-06,187,2,3,DE-West
597,2023-08-15,271,4,8,DE-West
598,2023-02-08,114,13,2,DE-North
599,2023-10-29,11,7,3,DE-South
600,2023-01-29,55,6,6,DE-North
601,2023-11-14,258,3,1,DE-West
602,2023-09-02,65,9,2,DE-South
603,2023-08-24,172,14,4,DE-North
604,2023-07-04,272,11,5,DE-South
605,2023-09-29,150,5,5,DE-North
606,2023-08-24,146,14,7,DE-North
607,2023-08-27,209,19,6,DE-South
608,2023-09-23,286,8,1,DE-South
609,2023-12-25,10,7,5,DE-South
610,2023-12-06,227,7,6,DE-South
611,2023-03-06,186,3,6,DE-West
612,2023-06-26,62,3,5,DE-North
613,2023-01-03,85,18,5,DE-West
614,2023-05-22,134,13,6,DE-North
615,2023-06-07,297,1,8,DE-West
616,2023-11-20,171,5,6,DE-West
617,2023-05-26,213,4,4,DE-North
618,2023-10-20,18,16,5,DE-West
619,2023-06-02,60,15,3,DE-South
620,2023-07-12,88,18,6,DE-South
621,2023-03-14,27,17,1,DE-West
622,2023-11-01,68,14,1,DE-West
623,2023-12-10,278,14,7,DE-North
624,2023-05-20,40,19,6,DE-North
625,2023-07-06,109,6,1,DE-West
626,2023-10-20,74,13,4,DE-North
627,2023-03-02,66,18,7,DE-South
628,2023-07-17,168,15,4,DE-South
629,2023-10-22,262,7,6,DE-South
630,2023-11-15,274,19,8,DE-North
631,2023-10-29,237,17,7,DE-North
632,2023-12-10,215,9,5,DE-North
633,2023-01-11,286,11,3,DE-North
634,2023-03-03,149,5,5,DE-West
635,2023-11-29,107,2,1,DE-West
636,2023-08-14,141,15,8,DE-West
637,2023-06-02,76,12,7,DE-West
638,2023-07-18,9,10,3,DE-South
639,2023-02-21,196,10,1,DE-North
640,2023-09-17,295,11,3,DE-South
641,2023-02-28,280,10,6,DE-North
642,2023-03-13,118,7,2,DE-West
643,2023-05-28,290,14,8,DE-South
644,2023-12-15,61,13,4,DE-North
645,2023-03-04,51,5,7,DE-West
646,2023-11-06,52,19,4,DE-North
647,2023-08-31,122,10,7,DE-North
648,2023-11-26,167,8,8,DE-West
649,2023-04-17,8,18,6,DE-South
650,2023-08-14,45,1,1,DE-North
651,2023-11-09,245,5,1,DE-West
652,2023-08-06,284,11,2,DE-North
653,2023-08-29,107,11,5,DE-North
654,2023-09-16,27,16,7,DE-North
655,2023-09-19,193,10,3,DE-South
656,2023-01-05,62,15,6,DE-South
657,2023-09-18,62,7,2,DE-South
658,2023-02-23,282,15,6,DE-South
659,2023-02-16,121,16,2,DE-West
660,2023-08-03,280,6,1,DE-South
661,2023-06-26,39,11,1,DE-North
662,2023-01-09,277,17,5,DE-West
663,2023-04-09,94,15,7,DE-North
664,2023-01-20,115,16,8,DE-South
665,2023-08-29,176,2,7,DE-North
666,2023-03-02,121,4,8,DE-North
667,2023-06-27,13,19,6,DE-North
668,2023-12-04,163,6,6,DE-North
669,2023-03-03,275,18,5,DE-South
670,2023-05-25,176,11,1,DE-North
671,2023-08-04,173,9,8,DE-North
672,2023-01-03,275,3,4,DE-North
673,2023-06-09,64,2,5,DE-North
674,2023-08-15,101,18,2,DE-South
675,2023-09-26,66,15,1,DE-North
676,2023-04-30,45,18,6,DE-West
677,2023-03-30,87,19,6,DE-West
678,2023-11-25,67,15,3,DE-North
679,2023-03-09,259,17,3,DE-North
680,2023-12-23,205,18,4,DE-South
681,2023-04-08,178,18,6,DE-West
682,2023-09-24,280,11,1,DE-South
683,2023-04-15,17,18,6,DE-North
684,2023-11-19,296,3,8,DE-West
685,2023-05-03,202,13,6,DE-West
686,2023-01-29,172,14,2,DE-South
687,2023-05-17,262,4,4,DE-North
688,2023-07-14,194,18,2,DE-West
689,2023-08-14,149,5,7,DE-South
690,2023-11-28,35,14,8,DE-West
691,2023-06-19,29,12,3,DE-North
692,2023-01-09,263,7,8,DE-North
693,2023-02-09,221,12,2,DE-North
694,2023-01-25,53,8,3,DE-South
695,2023-09-18,279,3,7,DE-North
696,2023-08-14,76,1,5,DE-South
697,2023-05-04,176,3,7,DE-West
