order_id,order_date,product_id,quantity,warehouse_id,customer_region,category,price,cost,city,capacity,revenue,month,forecast_quantity,abs_error
42,2023-04-22,152,13,7,DE-West,Home,241,160,Berlin,13152,3133,2023-04,14.13644923719336,1.1364492371933608
43,2023-01-04,111,8,6,DE-North,Industrial,210,61,Frankfurt,18503,1680,2023-01,7.314748710671282,0.6852512893287184
44,2023-12-16,116,16,5,DE-West,Industrial,353,182,Hamburg,8086,5648,2023-12,17.698936775649113,1.6989367756491127
45,2023-11-27,188,7,1,DE-West,Home,329,291,Hamburg,12673,2303,2023-11,7.489895632998239,0.48989563299823935
46,2023-11-14,57,15,4,DE-North,Industrial,200,109,Hamburg,6906,3000,2023-11,13.272602480666741,1.727397519333259
47,2023-12-16,251,2,3,DE-North,Automotive,313,173,Munich,11882,626,2023-12,1.6400269495496693,0.3599730504503307
48,2023-04-05,150,2,3,DE-North,Industrial,53,145,Munich,11882,106,2023-04,2.3441696597658717,0.34416965976587166
49,2023-06-01,162,10,6,DE-North,Electronics,429,153,Frankfurt,18503,4290,2023-06,8.940760930822258,1.0592390691777425
50,2023-11-07,120,5,4,DE-South,Electronics,184,165,Hamburg,6906,920,2023-11,5.154371746669794,0.1543717466697938
51,2023-05-17,70,4,3,DE-South,Automotive,353,211,Munich,11882,1412,2023-05,3.6765651165855853,0.32343488341441473
52,2023-09-04,99,15,5,DE-North,Automotive,202,71,Hamburg,8086,3030,2023-09,15.94919275675296,0.9491927567529608
53,2023-08-31,167,13,2,DE-South,Industrial,351,192,Hamburg,11949,4563,2023-08,14.046508465822344,1.0465084658223436
54,2023-01-31,298,17,5,DE-West,Home,97,203,Hamburg,8086,1649,2023-01,14.105283765883359,2.8947162341166415
55,2023-02-09,151,1,6,DE-West,Home,84,192,Frankfurt,18503,84,2023-02,0.8200075052951692,0.1799924947048308
56,2023-08-17,2,18,5,DE-West,Industrial,434,208,Hamburg,8086,7812,2023-08,21.533328165087468,3.533328165087468
57,2023-02-05,152,15,4,DE-South,Home,241,160,Hamburg,6906,3615,2023-02,16.608269355331178,1.6082693553311778
58,2023-08-11,65,14,7,DE-South,Home,161,94,Berlin,13152,2254,2023-08,12.66487439194508,1.3351256080549199
59,2023-01-06,69,9,5,DE-West,Industrial,434,183,Hamburg,8086,3906,2023-01,8.96896685659083,0.03103314340916974
60,2023-11-18,121,12,4,DE-North,Industrial,244,258,Hamburg,6906,2928,2023-11,14.198311970125514,2.1983119701255145
61,2023-08-08,109,5,1,DE-West,Automotive,494,128,Hamburg,12673,2470,2023-08,5.087722696489356,0.08772269648935627
62,2023-03-16,247,2,4,DE-South,Electronics,320,53,Hamburg,6906,640,2023-03,1.9354334664634032,0.0645665335365968
63,2023-01-04,93,7,6,DE-West,Automotive,153,119,Frankfurt,18503,1071,2023-01,5.705217275294083,1.2947827247059172
64,2023-12-01,268,9,4,DE-West,Industrial,318,211,Hamburg,6906,2862,2023-12,9.305215183503766,0.30521518350376553
65,2023-05-14,103,18,1,DE-South,Automotive,415,44,Hamburg,12673,7470,2023-05,20.747912481916526,2.7479124819165257
66,2023-04-28,112,4,7,DE-South,Home,117,205,Berlin,13152,468,2023-04,4.068500743411917,0.06850074341191714
67,2023-04-04,62,2,2,DE-South,Home,301,124,Hamburg,11949,602,2023-04,2.2254243910852103,0.22542439108521029
68,2023-03-03,300,1,6,DE-South,Industrial,286,214,Frankfurt,18503,286,2023-03,1.1543909662954426,0.15439096629544258
69,2023-07-13,136,12,8,DE-West,Electronics,487,184,Munich,10750,5844,2023-07,11.5551267989173,0.4448732010827001
70,2023-12-01,55,13,1,DE-South,Home,490,54,Hamburg,12673,6370,2023-12,12.54022881965582,0.4597711803441804
71,2023-07-22,108,14,4,DE-North,Industrial,257,58,Hamburg,6906,3598,2023-07,16.359777507430913,2.3597775074309126
72,2023-01-26,258,5,6,DE-South,Automotive,311,255,Frankfurt,18503,1555,2023-01,4.681234257320491,0.31876574267950897
73,2023-06-22,253,3,3,DE-South,Industrial,109,181,Munich,11882,327,2023-06,3.193808468013877,0.1938084680138772
74,2023-10-27,222,4,4,DE-West,Home,449,196,Hamburg,6906,1796,2023-10,4.191835385961294,0.19183538596129424
75,2023-05-13,167,17,1,DE-North,Industrial,351,192,Hamburg,12673,5967,2023-05,16.899168705873034,0.10083129412696579
76,2023-11-22,160,19,8,DE-North,Industrial,55,210,Munich,10750,1045,2023-11,20.07905191323756,1.07905191323756
77,2023-04-28,166,11,8,DE-North,Electronics,398,179,Munich,10750,4378,2023-04,11.893819910904632,0.8938199109046323
78,2023-11-20,205,8,4,DE-South,Industrial,88,239,Hamburg,6906,704,2023-11,9.359395259693425,1.3593952596934251
79,2023-10-02,267,12,7,DE-West,Industrial,193,122,Berlin,13152,2316,2023-10,13.443664768100504,1.4436647681005041
80,2023-07-31,138,18,1,DE-West,Electronics,332,164,Hamburg,12673,5976,2023-07,16.977834747145476,1.0221652528545242
81,2023-08-13,248,18,5,DE-South,Electronics,103,114,Hamburg,8086,1854,2023-08,17.511418887783822,0.4885811122161776
82,2023-01-20,55,9,2,DE-North,Home,490,54,Hamburg,11949,4410,2023-01,10.453161070761784,1.4531610707617837
83,2023-04-23,209,5,2,DE-North,Automotive,404,272,Hamburg,11949,2020,2023-04,4.541844902638267,0.45815509736173343
84,2023-05-20,17,17,8,DE-West,Industrial,172,223,Munich,10750,2924,2023-05,15.80896473387756,1.1910352661224408
85,2023-02-16,68,13,6,DE-South,Electronics,51,268,Frankfurt,18503,663,2023-02,13.983431865534385,0.983431865534385
86,2023-01-01,133,6,1,DE-North,Electronics,279,213,Hamburg,12673,1674,2023-01,5.06587082978783,0.9341291702121701
87,2023-03-31,188,14,8,DE-South,Home,329,291,Munich,10750,4606,2023-03,15.60831360324225,1.6083136032422498
88,2023-05-22,138,15,2,DE-West,Electronics,332,164,Hamburg,11949,4980,2023-05,17.690211300958488,2.690211300958488
89,2023-11-16,174,14,3,DE-South,Industrial,302,183,Munich,11882,4228,2023-11,14.80168484912105,0.8016848491210506
90,2023-02-07,97,4,6,DE-South,Automotive,161,225,Frankfurt,18503,644,2023-02,3.315579395013764,0.684420604986236
91,2023-10-20,171,18,3,DE-South,Industrial,237,222,Munich,11882,4266,2023-10,16.117367822571666,1.8826321774283343
92,2023-05-19,154,1,2,DE-South,Home,66,239,Hamburg,11949,66,2023-05,0.8390037201227228,0.16099627987727716
93,2023-12-22,183,12,1,DE-North,Automotive,103,73,Hamburg,12673,1236,2023-12,11.083669201844277,0.9163307981557232
94,2023-11-29,242,9,6,DE-West,Home,391,20,Frankfurt,18503,3519,2023-11,10.582380299529262,1.5823802995292624
95,2023-09-16,285,10,3,DE-North,Automotive,328,281,Munich,11882,3280,2023-09,9.436825940445138,0.5631740595548624
96,2023-06-10,27,18,7,DE-North,Automotive,289,119,Berlin,13152,5202,2023-06,15.727427106993929,2.272572893006071
97,2023-06-27,60,17,2,DE-North,Electronics,148,109,Hamburg,11949,2516,2023-06,18.098663947167605,1.098663947167605
98,2023-01-10,202,19,4,DE-North,Industrial,348,164,Hamburg,6906,6612,2023-01,22.037323462360753,3.037323462360753
99,2023-09-18,250,4,3,DE-West,Home,150,58,Munich,11882,600,2023-09,3.2551909664222243,0.7448090335777757
100,2023-05-18,69,16,5,DE-West,Industrial,434,183,Hamburg,8086,6944,2023-05,17.077882039399945,1.0778820393999453
101,2023-06-21,21,7,6,DE-North,Automotive,329,273,Frankfurt,18503,2303,2023-06,6.409452359940734,0.590547640059266
102,2023-01-13,152,9,3,DE-South,Home,241,160,Munich,11882,2169,2023-01,8.546653524830514,0.4533464751694858
103,2023-06-17,102,8,6,DE-South,Automotive,433,118,Frankfurt,18503,3464,2023-06,7.1591861212010555,0.8408138787989445
104,2023-05-10,95,7,2,DE-South,Automotive,303,95,Hamburg,11949,2121,2023-05,8.137055835610562,1.1370558356105622
105,2023-03-25,229,10,8,DE-South,Electronics,337,118,Munich,10750,3370,2023-03,11.544088774367234,1.5440887743672338
106,2023-11-17,125,8,2,DE-South,Electronics,225,272,Hamburg,11949,1800,2023-11,8.335362396339216,0.3353623963392156
107,2023-11-15,258,17,6,DE-West,Automotive,311,255,Frankfurt,18503,5287,2023-11,13.709346063700123,3.2906539362998775
108,2023-04-11,236,12,2,DE-South,Industrial,112,184,Hamburg,11949,1344,2023-04,14.143568249430366,2.1435682494303663
109,2023-11-25,162,14,1,DE-West,Electronics,429,153,Hamburg,12673,6006,2023-11,13.817508612201493,0.18249138779850682
110,2023-09-30,42,12,6,DE-South,Home,196,182,Frankfurt,18503,2352,2023-09,11.946918143090892,0.05308185690910783
111,2023-09-22,276,2,1,DE-South,Industrial,368,125,Hamburg,12673,736,2023-09,2.2183607864757406,0.21836078647574064
112,2023-02-07,68,12,6,DE-North,Electronics,51,268,Frankfurt,18503,612,2023-02,12.545792830948404,0.5457928309484039
113,2023-04-04,173,14,4,DE-North,Home,240,248,Hamburg,6906,3360,2023-04,11.879863835304977,2.1201361646950225
114,2023-04-05,125,7,4,DE-North,Electronics,225,272,Hamburg,6906,1575,2023-04,5.8950107015545745,1.1049892984454255
115,2023-11-01,170,13,3,DE-West,Automotive,148,232,Munich,11882,1924,2023-11,11.711108508685793,1.2888914913142067
116,2023-03-10,47,4,2,DE-West,Industrial,466,84,Hamburg,11949,1864,2023-03,3.312928122529717,0.6870718774702831
117,2023-11-14,261,1,8,DE-North,Electronics,399,131,Munich,10750,399,2023-11,1.1331917726500653,0.13319177265006532
118,2023-08-24,217,17,4,DE-North,Industrial,85,138,Hamburg,6906,1445,2023-08,13.868302133462418,3.131697866537582
119,2023-11-30,124,3,2,DE-South,Home,82,93,Hamburg,11949,246,2023-11,3.535174947773405,0.5351749477734051
120,2023-05-17,293,17,3,DE-West,Electronics,288,268,Munich,11882,4896,2023-05,14.355603706037657,2.644396293962343
121,2023-03-17,162,8,1,DE-South,Electronics,429,153,Hamburg,12673,3432,2023-03,9.144430872572817,1.1444308725728174
122,2023-02-04,201,3,4,DE-South,Home,442,211,Hamburg,6906,1326,2023-02,2.684691866698918,0.3153081333010821
123,2023-01-01,275,10,8,DE-North,Electronics,169,266,Munich,10750,1690,2023-01,10.642939068686989,0.6429390686869887
124,2023-10-23,206,2,5,DE-South,Electronics,219,259,Hamburg,8086,438,2023-10,1.8736937527295172,0.12630624727048279
125,2023-11-16,40,4,8,DE-South,Home,452,171,Munich,10750,1808,2023-11,3.307647336465868,0.6923526635341322
126,2023-03-01,273,14,5,DE-North,Industrial,196,185,Hamburg,8086,2744,2023-03,15.290386796213683,1.2903867962136832
127,2023-11-16,188,11,5,DE-North,Home,329,291,Hamburg,8086,3619,2023-11,12.35462086361058,1.3546208636105792
128,2023-12-15,93,14,7,DE-South,Automotive,153,119,Berlin,13152,2142,2023-12,12.872943751578433,1.1270562484215674
129,2023-11-24,42,13,5,DE-South,Home,196,182,Hamburg,8086,2548,2023-11,14.479804893087278,1.4798048930872785
130,2023-09-24,107,4,5,DE-South,Automotive,212,76,Hamburg,8086,848,2023-09,3.9319851125901235,0.06801488740987649
131,2023-12-27,65,2,5,DE-West,Home,161,94,Hamburg,8086,322,2023-12,2.1836022099234524,0.18360220992345244
132,2023-08-17,135,2,5,DE-South,Home,100,48,Hamburg,8086,200,2023-08,2.116235246117592,0.11623524611759217
133,2023-09-27,24,11,4,DE-North,Industrial,147,269,Hamburg,6906,1617,2023-09,12.89143690874792,1.8914369087479201
134,2023-11-12,28,5,5,DE-South,Automotive,193,199,Hamburg,8086,965,2023-11,4.655992314535381,0.3440076854646188
135,2023-10-13,62,9,8,DE-West,Home,301,124,Munich,10750,2709,2023-10,7.59615678614277,1.4038432138572299
136,2023-10-18,273,17,6,DE-South,Industrial,196,185,Frankfurt,18503,3332,2023-10,18.96029576012588,1.9602957601258808
137,2023-08-01,229,12,6,DE-West,Electronics,337,118,Frankfurt,18503,4044,2023-08,13.501411621547291,1.501411621547291
138,2023-06-14,20,18,5,DE-West,Home,343,119,Hamburg,8086,6174,2023-06,14.587996891942181,3.412003108057819
139,2023-01-05,3,3,7,DE-North,Electronics,452,211,Berlin,13152,1356,2023-01,2.5513568459882365,0.44864315401176347
140,2023-12-05,218,5,3,DE-South,Electronics,222,84,Munich,11882,1110,2023-12,5.664405576305274,0.6644055763052741
141,2023-03-19,136,14,4,DE-West,Electronics,487,184,Hamburg,6906,6818,2023-03,14.563390682838797,0.5633906828387971
142,2023-03-03,3,16,8,DE-South,Electronics,452,211,Munich,10750,7232,2023-03,15.69809623234397,0.30190376765603055
143,2023-05-12,193,19,6,DE-West,Electronics,200,109,Frankfurt,18503,3800,2023-05,21.482955701416277,2.4829557014162766
144,2023-03-30,73,9,8,DE-North,Electronics,86,118,Munich,10750,774,2023-03,8.085616916776507,0.9143830832234929
145,2023-08-25,118,17,3,DE-North,Automotive,433,240,Munich,11882,7361,2023-08,15.809172619689669,1.1908273803103313
146,2023-02-11,154,7,2,DE-South,Home,66,239,Hamburg,11949,462,2023-02,7.765853424981863,0.7658534249818629
147,2023-03-30,209,10,5,DE-South,Automotive,404,272,Hamburg,8086,4040,2023-03,10.364130825391323,0.3641308253913227
148,2023-10-23,34,4,8,DE-South,Automotive,398,23,Munich,10750,1592,2023-10,3.533469854518354,0.46653014548164595
149,2023-11-24,137,10,1,DE-South,Electronics,313,155,Hamburg,12673,3130,2023-11,11.575926941119587,1.5759269411195866
150,2023-10-22,120,3,8,DE-South,Electronics,184,165,Munich,10750,552,2023-10,3.593213385698323,0.593213385698323
151,2023-04-14,115,9,7,DE-West,Home,326,152,Berlin,13152,2934,2023-04,7.720388026146025,1.2796119738539753
152,2023-01-14,13,13,8,DE-South,Home,373,88,Munich,10750,4849,2023-01,11.941894419297274,1.0581055807027262
153,2023-10-15,69,1,7,DE-West,Industrial,434,183,Berlin,13152,434,2023-10,1.0997851258217999,0.09978512582179988
154,2023-06-28,257,15,7,DE-West,Home,245,73,Berlin,13152,3675,2023-06,12.74075352258585,2.25924647741415
155,2023-05-05,89,15,5,DE-West,Industrial,124,236,Hamburg,8086,1860,2023-05,14.787413587766096,0.21258641223390384
156,2023-12-19,47,11,8,DE-South,Industrial,466,84,Munich,10750,5126,2023-12,9.761088140862897,1.2389118591371027
157,2023-01-23,260,10,5,DE-North,Home,421,270,Hamburg,8086,4210,2023-01,10.65754714081053,0.6575471408105305
158,2023-03-04,228,7,3,DE-North,Automotive,371,124,Munich,11882,2597,2023-03,6.607411085536941,0.392588914463059
159,2023-05-23,180,1,7,DE-South,Home,67,33,Berlin,13152,67,2023-05,1.1392653021528663,0.13926530215286625
160,2023-06-02,10,7,7,DE-South,Automotive,247,105,Berlin,13152,1729,2023-06,6.883154284198084,0.11684571580191605
161,2023-05-25,284,5,7,DE-South,Home,367,53,Berlin,13152,1835,2023-05,5.0730295074960665,0.07302950749606651
162,2023-08-13,126,16,2,DE-West,Industrial,492,249,Hamburg,11949,7872,2023-08,18.489576053345175,2.489576053345175
163,2023-11-05,134,8,3,DE-North,Electronics,414,24,Munich,11882,3312,2023-11,8.85944201960622,0.8594420196062202
164,2023-04-14,155,2,4,DE-North,Electronics,221,145,Hamburg,6906,442,2023-04,2.2470748572575334,0.24707485725753342
165,2023-04-14,248,8,7,DE-North,Electronics,103,114,Berlin,13152,824,2023-04,6.439985292075515,1.560014707924485
166,2023-02-08,140,14,2,DE-North,Electronics,275,151,Hamburg,11949,3850,2023-02,14.881257273817738,0.881257273817738
167,2023-07-17,176,4,8,DE-West,Automotive,210,166,Munich,10750,840,2023-07,3.9455177757780184,0.05448222422198157
168,2023-05-14,174,15,6,DE-South,Industrial,302,183,Frankfurt,18503,4530,2023-05,17.302163165314248,2.302163165314248
169,2023-03-08,74,7,2,DE-West,Automotive,209,55,Hamburg,11949,1463,2023-03,5.707140516350064,1.292859483649936
170,2023-06-28,143,8,8,DE-South,Industrial,146,294,Munich,10750,1168,2023-06,9.10316892520396,1.1031689252039598
171,2023-02-11,292,11,2,DE-South,Home,50,130,Hamburg,11949,550,2023-02,9.396194360303706,1.6038056396962936
172,2023-01-15,112,2,3,DE-North,Home,117,205,Munich,11882,234,2023-01,2.0734778086517647,0.07347780865176468
173,2023-04-21,206,9,5,DE-North,Electronics,219,259,Hamburg,8086,1971,2023-04,9.815511085007563,0.8155110850075626
174,2023-06-06,131,6,5,DE-South,Industrial,207,189,Hamburg,8086,1242,2023-06,5.274113034762818,0.7258869652371818
175,2023-10-16,110,1,5,DE-South,Home,218,200,Hamburg,8086,218,2023-10,0.8666768060129095,0.13332319398709047
176,2023-08-19,67,3,8,DE-North,Industrial,418,296,Munich,10750,1254,2023-08,3.2187452361287106,0.21874523612871055
177,2023-06-06,86,10,8,DE-North,Home,210,292,Munich,10750,2100,2023-06,8.668884712237512,1.331115287762488
178,2023-02-07,275,5,8,DE-North,Electronics,169,266,Munich,10750,845,2023-02,5.02607129082997,0.02607129082996984
179,2023-04-07,227,12,5,DE-North,Electronics,403,117,Hamburg,8086,4836,2023-04,10.860097997009731,1.1399020029902687
180,2023-10-16,10,1,5,DE-North,Automotive,247,105,Hamburg,8086,247,2023-10,0.812665291721586,0.18733470827841403
181,2023-09-11,288,9,4,DE-West,Electronics,445,145,Hamburg,6906,4005,2023-09,7.441593370870611,1.5584066291293892
182,2023-07-15,112,13,1,DE-West,Home,117,205,Hamburg,12673,1521,2023-07,11.083336118973909,1.916663881026091
183,2023-03-27,24,19,6,DE-West,Industrial,147,269,Frankfurt,18503,2793,2023-03,19.343953153751865,0.3439531537518654
184,2023-11-18,291,7,2,DE-North,Electronics,171,259,Hamburg,11949,1197,2023-11,6.192005180619548,0.8079948193804523
185,2023-01-10,168,16,1,DE-South,Home,230,168,Hamburg,12673,3680,2023-01,18.236755802314768,2.236755802314768
186,2023-01-05,109,8,4,DE-South,Automotive,494,128,Hamburg,6906,3952,2023-01,6.487066690179523,1.5129333098204771
187,2023-05-03,190,19,7,DE-North,Automotive,337,27,Berlin,13152,6403,2023-05,20.212094046606524,1.2120940466065235
188,2023-11-26,196,7,7,DE-West,Automotive,204,197,Berlin,13152,1428,2023-11,5.85062774516104,1.1493722548389602
189,2023-12-19,33,4,5,DE-South,Industrial,375,276,Hamburg,8086,1500,2023-12,4.624586590364959,0.6245865903649586
190,2023-04-28,205,10,7,DE-North,Industrial,88,239,Berlin,13152,880,2023-04,8.164665630896446,1.8353343691035544
191,2023-10-21,182,1,4,DE-West,Home,272,20,Hamburg,6906,272,2023-10,0.8572114433927127,0.1427885566072873
192,2023-06-08,147,17,6,DE-West,Home,366,221,Frankfurt,18503,6222,2023-06,15.488225732653886,1.511774267346114
193,2023-10-30,268,13,6,DE-West,Industrial,318,211,Frankfurt,18503,4134,2023-10,10.923133372929005,2.076866627070995
194,2023-08-16,11,19,4,DE-West,Home,465,204,Hamburg,6906,8835,2023-08,22.127567031947137,3.1275670319471374
195,2023-12-31,70,13,7,DE-West,Automotive,353,211,Berlin,13152,4589,2023-12,11.08835333269859,1.9116466673014099
196,2023-08-04,256,9,1,DE-West,Home,152,287,Hamburg,12673,1368,2023-08,7.498782532884266,1.5012174671157341
197,2023-07-03,219,5,2,DE-West,Industrial,69,165,Hamburg,11949,345,2023-07,4.119669557143925,0.8803304428560752
198,2023-01-15,297,1,3,DE-West,Automotive,167,27,Munich,11882,167,2023-01,1.1224027127322205,0.12240271273222048
199,2023-06-06,259,2,3,DE-West,Industrial,414,241,Munich,11882,828,2023-06,2.119900838056941,0.11990083805694107
200,2023-05-16,3,11,6,DE-West,Electronics,452,211,Frankfurt,18503,4972,2023-05,12.130383839421052,1.130383839421052
201,2023-09-18,84,4,2,DE-North,Industrial,103,298,Hamburg,11949,412,2023-09,4.327908655361754,0.32790865536175406
202,2023-06-06,156,9,5,DE-South,Automotive,269,77,Hamburg,8086,2421,2023-06,10.684530468539757,1.6845304685397569
203,2023-02-16,151,5,4,DE-North,Home,84,192,Hamburg,6906,420,2023-02,5.53694944328729,0.5369494432872903
204,2023-11-20,176,5,7,DE-South,Automotive,210,166,Berlin,13152,1050,2023-11,4.765106616265055,0.23489338373494473
205,2023-11-28,195,8,5,DE-North,Home,176,205,Hamburg,8086,1408,2023-11,7.327308657123615,0.6726913428763854
206,2023-06-22,107,2,6,DE-South,Automotive,212,76,Frankfurt,18503,424,2023-06,1.833594595690032,0.16640540430996809
207,2023-05-10,134,7,8,DE-South,Electronics,414,24,Munich,10750,2898,2023-05,6.4755940525335225,0.5244059474664775
208,2023-04-05,276,17,4,DE-South,Industrial,368,125,Hamburg,6906,6256,2023-04,14.867353882933404,2.132646117066596
209,2023-04-25,155,11,3,DE-North,Electronics,221,145,Munich,11882,2431,2023-04,10.529814384282593,0.4701856157174067
210,2023-08-31,277,15,8,DE-South,Electronics,324,70,Munich,10750,4860,2023-08,12.660420302752263,2.3395796972477374
211,2023-10-19,236,3,6,DE-West,Industrial,112,184,Frankfurt,18503,336,2023-10,2.7565674821563397,0.24343251784366027
212,2023-10-09,240,13,6,DE-South,Industrial,363,104,Frankfurt,18503,4719,2023-10,11.310788335896827,1.6892116641031727
213,2023-10-26,13,18,2,DE-North,Home,373,88,Hamburg,11949,6714,2023-10,21.02131428699752,3.0213142869975194
214,2023-10-10,35,3,1,DE-North,Automotive,308,35,Hamburg,12673,924,2023-10,2.953497241713337,0.04650275828666306
215,2023-03-10,47,2,6,DE-West,Industrial,466,84,Frankfurt,18503,932,2023-03,2.2580827455845016,0.2580827455845016
216,2023-05-28,214,5,1,DE-South,Home,365,261,Hamburg,12673,1825,2023-05,5.176906384340496,0.1769063843404961
217,2023-01-11,146,5,2,DE-North,Home,497,110,Hamburg,11949,2485,2023-01,5.197071860649187,0.1970718606491868
218,2023-09-11,159,13,6,DE-South,Electronics,422,209,Frankfurt,18503,5486,2023-09,10.416666658468536,2.583333341531464
219,2023-11-26,125,8,8,DE-West,Electronics,225,272,Munich,10750,1800,2023-11,6.440820424868129,1.5591795751318713
220,2023-12-26,110,16,7,DE-West,Home,218,200,Berlin,13152,3488,2023-12,14.584065785384308,1.4159342146156924
221,2023-02-07,37,18,6,DE-North,Industrial,301,266,Frankfurt,18503,5418,2023-02,14.825379890493009,3.174620109506991
222,2023-05-14,277,16,8,DE-South,Electronics,324,70,Munich,10750,5184,2023-05,14.574119021919795,1.4258809780802046
223,2023-07-19,14,1,8,DE-West,Home,488,66,Munich,10750,488,2023-07,1.0472074194710697,0.047207419471069656
224,2023-01-23,232,8,3,DE-West,Industrial,391,152,Munich,11882,3128,2023-01,8.669285716415573,0.6692857164155726
